Última atualização: 11/09/2020;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Código OACI;CIAD;Nome;Município;UF;Longitude;Latitude;Operação;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência;Superfície;Validade do Registro;Portaria de Registro;Link
SSNC;MG0270;Minas de Conceição;ITABIRA;Minas Gerais;"043°15'11,0""O";"19°39'02,0""S";VFR Diurna/Noturna;30;Quadrado;21,45m x 21,45m;t;Concreto;16/04/2028;PA2018-1090;https://pergamum.anac.gov.br/arquivos/PA2018-1090.pdf
SDTL;MG0220;Hotel Golden Tulip BH;BELO HORIZONTE;Minas Gerais;"043°56'16,0""O";"19°54'52,0""S";VFR Diurna/Noturna;17;Quadrado;20,6m x 20,6m;t;Concreto;09/10/2027;PA2017-3181;https://pergamum.anac.gov.br/arquivos/PA2017-3181.pdf
SSQH;MG0271;Hospital Mater Dei;BELO HORIZONTE;Minas Gerais;"043°56'59,0""O";"19°55'40,0""S";VFR Diurna/Noturna;22;Quadrado;21m x 21m;t;Concreto;14/03/2021;PA2016-0740;https://pergamum.anac.gov.br/arquivos/PA2016-0740.pdf
SSLV;PE0064;Jerusalem Medical Center;RECIFE;Pernambuco;"034°53'31,6""O";"08°03'53,1""S";VFR Diurna/Noturna;9 30;Quadrado;20m x 20m;t;Concreto;;;
SIPS;MG0231;Haras Forum;PEDRO LEOPOLDO;Minas Gerais;"044°08'49,0""O";"19°39'32,0""S";VFR Diurna/Noturna;5;Quadrado;21m x 21m;t;Concreto;16/06/2024;PA2014-1404;https://pergamum.anac.gov.br/arquivos/PA2014-1404.pdf
SDBQ;CE0026;Hospital São Mateus;FORTALEZA;Ceará;"038°28'46,0""O";"03°44'30,0""S";VFR Diurna/Noturna;13 31;Quadrado;18m x 18m;1,45t;Concreto;;;
SJPZ;MA0063;Fazenda Santo Antônio;MATINHA;Maranhão;"045°00'46,0""O";"03°06'58,0""S";VFR Diurna;9;Quadrado;18m x 18m;t;Grama;26/07/2022;PA2012-1496;https://pergamum.anac.gov.br/arquivos/PA2012-1496.pdf
SIHZ;PE0028;Nannai Resort e Spa;IPOJUCA;Pernambuco;"034°58'53,0""O";"08°25'55,0""S";VFR Diurna/Noturna;13 31;Quadrado;21m x 21m;t;Concreto;31/12/2019;PA2019-3907;https://pergamum.anac.gov.br/arquivos/PA2019-3907.pdf
SIFI;AM0058;Amazonas Business Hotel;MANAUS;Amazonas;"060°01'13,0""O";"03°05'33,0""S";VFR Diurna/Noturna;8;Quadrado;18m x 18m;2,84t;Concreto;16/08/2020;PA2010-1342;https://pergamum.anac.gov.br/arquivos/PA2010-1342.pdf
SIPX;SP0540;Gramado;CAMPINAS;São Paulo;"047°00'13,0""O";"22°54'27,0""S";VFR Diurna/Noturna;22;Quadrado;20m x 20m;t;Concreto;13/12/2029;PA2019-3720;https://pergamum.anac.gov.br/arquivos/PA2019-3720.pdf
SWGK;BA0230;André Guimarães;LAURO DE FREITAS;Bahia;"038°18'31,0""O";"12°52'31,0""S";VFR Diurna/Noturna;30;Quadrado;14m x 14m;t;Concreto;06/05/2025;PA2015-1049;https://pergamum.anac.gov.br/arquivos/PA2015-1049.pdf
SSXJ;ES0023;Unidade de Tratamento de Gás de Cacimbas (UTGC);LINHARES;Espírito Santo;"039°45'30,0""O";"19°27'57,0""S";VFR Diurna/Noturna;8 26;Quadrado;30m x 30m;t;Concreto;24/01/2023;PA2013-0192;https://pergamum.anac.gov.br/arquivos/PA2013-0192.pdf
SJFZ;RR0114;Miraflores;BOA VISTA;Roraima;"060°39'06,0""O";"02°50'25,0""N";VFR Diurna;6;Quadrado;18m x 18m;t;Concreto;23/01/2027;PA2017-0154;https://pergamum.anac.gov.br/arquivos/PA2017-0154.pdf
SWWC;RR0115;Cataratas Poços;BOA VISTA;Roraima;"060°42'55,0""O";"02°46'01,1""N";VFR Diurna/Noturna;7 25;Quadrado;18m x 18m;t;Concreto;23/08/2026;PA2016-2147;https://pergamum.anac.gov.br/arquivos/PA2016-2147.pdf
SSYX;GO0174;MOBI;APARECIDA DE GOIÂNIA;Goiás;"049°15'41,0""O";"16°47'30,0""S";VFR Diurna;8;Quadrado;18m x 18m;t;Concreto;;;
SSOH;DF0018;Home;BRASÍLIA;Distrito Federal;"047°54'36""O";"15°50'07,0""S";VFR Diurna/Noturna;27;Quadrado;18m x 18m;t;Concreto;24/05/2028;PA2018-1487;https://pergamum.anac.gov.br/arquivos/PA2018-1487.pdf
SDYY;MA0056;Business Center Renascença;SÃO LUÍS;Maranhão;"044°17'05,0""O";"02°29'55,0""S";VFR Diurna;2;Quadrado;18m x 18m;t;Concreto;13/05/2025;PA2015-1116;https://pergamum.anac.gov.br/arquivos/PA2015-1116.pdf
SSSX;MA0070;Sierra Wriskey Victor Romeu;PENALVA;Maranhão;"045°10'54,0""O";"03°15'57,0""S";VFR Diurna;18;Quadrado;18m x 18m;t;Concreto;19/11/2022;PA2012-2510;https://pergamum.anac.gov.br/arquivos/PA2012-2510.pdf
SDTT;RS0103;Região das Hortênsias;GRAMADO;Rio Grande do Sul;"050°51'11,2""O";"29°21'41,6""S";VFR Diurna/Noturna;1;Quadrado;19,5m x 19,5m;t;Concreto;30/05/2023;PA2013-1096;https://pergamum.anac.gov.br/arquivos/PA2013-1096.pdf
SDWY;RS0104;Caridade;SANTA MARIA;Rio Grande do Sul;"053°48'21,0""O";"29°41'30,0""S";VFR Diurna/Noturna;3 21;Retangular;18m x 25m;t;Concreto;05/06/2024;PA2014-1294;https://pergamum.anac.gov.br/arquivos/PA2014-1294.pdf
SIAK;RS0105;Santa Casa de Misericórdia de Porto Alegre;PORTO ALEGRE;Rio Grande do Sul;"051°13'14,0""O";"30°01'48,0""S";VFR Diurna/Noturna;31;Quadrado;24m x 24m;t;Concreto;27/03/2025;PA2015-0737;https://pergamum.anac.gov.br/arquivos/PA2015-0737.pdf
SISE;RS0106;Sementes Roos;NÃO-ME-TOQUE;Rio Grande do Sul;"052°48'50,0""O";"28°26'36,0""S";VFR Diurna/Noturna;2 20;Quadrado;23m x 23m;t;Concreto;09/10/2025;PA2015-2927;https://pergamum.anac.gov.br/arquivos/PA2015-2927.pdf
SWVE;BA0237;Tree Bies Resort;ENTRE RIOS;Bahia;"037°46'32,0""O";"12°14'23,0""S";VFR Diurna/Noturna;3;Quadrado;21m x 21m;t;Concreto;01/03/2026;PA2016-0438;https://pergamum.anac.gov.br/arquivos/PA2016-0438.pdf
SJRN;RS0109;Carlos Gomes Center;PORTO ALEGRE;Rio Grande do Sul;"051°10'36,0""O";"30°01'53,0""S";VFR Diurna/Noturna;13 24;Quadrado;21m x 21m;4,25t;Concreto;12/08/2021;PA2011-1529;https://pergamum.anac.gov.br/arquivos/PA2011-1529.pdf
SJWN;RS0110;Unimed - Nordeste;CAXIAS DO SUL;Rio Grande do Sul;"051°12'03,0""O";"29°09'53,0""S";VFR Diurna/Noturna;17 35;Quadrado;18m x 18m;t;Concreto;20/04/2027;PA2017-1143;https://pergamum.anac.gov.br/arquivos/PA2017-1143.pdf
SSAL;RS0111;Mostardeiro;PORTO ALEGRE;Rio Grande do Sul;"051°12'14,0""O";"30°01'40,0""S";VFR Diurna/Noturna;1 19;Quadrado;21m x 21m;t;Concreto;31/08/2022;PA2015-2309;https://pergamum.anac.gov.br/arquivos/PA2015-2309.pdf
SSHM;RS0112;Hospital Moinhos de Vento;PORTO ALEGRE;Rio Grande do Sul;"051°12'33,0""O";"30°01'35,0""S";VFR Diurna/Noturna;9 27;Quadrado;19,5m x 19,5m;t;Concreto;04/03/2023;PA2013-0547;https://pergamum.anac.gov.br/arquivos/PA2013-0547.pdf
SSMU;RS0113;Magnum;CACHOEIRINHA;Rio Grande do Sul;"051°06'19,0""O";"29°56'49,0""S";VFR Diurna/Noturna;19;Quadrado;12m x 12m;t;Grama;05/01/2021;PA2011-0011;https://pergamum.anac.gov.br/arquivos/PA2011-0011.pdf
SJIM;MG0242;Polícia Militar de Minas Gerais - Juíz de Fora;JUIZ DE FORA;Minas Gerais;"043°21'52,0""O";"21°44'13,0""S";VFR Diurna/Noturna;2 20;Quadrado;25,35m x 25,35m;t;Concreto;24/10/2026;PA2016-2847;https://pergamum.anac.gov.br/arquivos/PA2016-2847.pdf
SSEL;PR0152;ANAMI;SÃO JOSÉ DOS PINHAIS;Paraná;"049°11'04,0""O";"25°35'34,0""S";VFR Diurna/Noturna;2;Quadrado;18m x 18m;t;Grama;;;
SSTC;RS0114;Braskem Unib-RS;TRIUNFO;Rio Grande do Sul;"051°22'46,0""O";"29°52'46,0""S";VFR Diurna;25 34;Quadrado;20m x 20m;3,18t;Grama;29/11/2021;PA2011-2306;https://pergamum.anac.gov.br/arquivos/PA2011-2306.pdf
SWGY;RS0116;Sierra Móveis Gramado;GRAMADO;Rio Grande do Sul;"050°51'12,0""O";"29°25'02,0""S";VFR Diurna/Noturna;13 34;Quadrado;21m x 21m;4,3t;Concreto;19/10/2021;PA2011-1998;https://pergamum.anac.gov.br/arquivos/PA2011-1998.pdf
SNCR;MG0251;Viganó I;BELO HORIZONTE;Minas Gerais;"043°57'20,0""O";"19°57'47,0""S";VFR Diurna/Noturna;11 35;Quadrado;18m x 18m;1,52t;Concreto;14/12/2021;PA2011-2427;https://pergamum.anac.gov.br/arquivos/PA2011-2427.pdf
SWSE;RS0117;Iguatemi Corporate;PORTO ALEGRE;Rio Grande do Sul;"051°09'46,0""O";"30°01'42,0""S";VFR Diurna/Noturna;6 31;Quadrado;19,5m x 19,5m;2,6t;Concreto;20/12/2021;PA2011-2464;https://pergamum.anac.gov.br/arquivos/PA2011-2464.pdf
SJSG;AL0017;Usina Serra Grande;SÃO JOSÉ DA LAJE;Alagoas;"036°04'13,0""O";"08°58'41,0""S";VFR Diurna/Noturna;15 30;Quadrado;19,5m x 19,5m;t;Paralelepípedo;18/01/2021;PA2011-0081;https://pergamum.anac.gov.br/arquivos/PA2011-0081.pdf
SDDU;CE0027;Duets;FORTALEZA;Ceará;"038°29'15""O";"03°44'29,0""S";VFR Diurna/Noturna;13;Quadrado;20m x 20m;t;Concreto;29/07/2025;PA2015-1994;https://pergamum.anac.gov.br/arquivos/PA2015-1994.pdf
SNUR;CE0055;Iguatemi Empresarial;FORTALEZA;Ceará;"038°29'27,0""O";"03°45'14,0""S";VFR Diurna;13 31;Quadrado;18m x 18m;1,45t;Concreto;22/03/2021;PA2011-0544;https://pergamum.anac.gov.br/arquivos/PA2011-0544.pdf
SJNJ;GO0185;MC;SILVÂNIA;Goiás;"048°47'34,0""O";"16°30'07,0""S";VFR Diurna/Noturna;2;Quadrado;20m x 20m;t;Concreto;;;
SDNZ;MG0219;Concórdia Corporate;NOVA LIMA;Minas Gerais;"043°56'45,0""O";"19°59'02,0""S";VFR Diurna/Noturna;15 33;Quadrado;19,6m x 19,6m;t;Concreto;22/10/2028;PA2018-3104;https://pergamum.anac.gov.br/arquivos/PA2018-3104.pdf
SILM;SC0056;Recanto das Marés;GOVERNADOR CELSO RAMOS;Santa Catarina;"048°31'51,0""O";"27°22'41,0""S";VFR Diurna/Noturna;1;Quadrado;20m x 20m;t;Grama;05/06/2025;PA2015-1340;https://pergamum.anac.gov.br/arquivos/PA2015-1340.pdf
SJIB;BA0204;Itabuna;ITABUNA;Bahia;"039°19'11,0""O";"14°49'25,0""S";VFR Diurna;20;Quadrado;26m x 26m;t;Concreto;08/08/2021;PA2011-1500;https://pergamum.anac.gov.br/arquivos/PA2011-1500.pdf
SSVQ;MG0274;Vila do Carvalho;OURO PRETO;Minas Gerais;"043°42'23,0""O";"20°22'13,0""S";VFR Diurna/Noturna;2;Quadrado;19,5m x 19,5m;t;Concreto;29/11/2022;PA2012-2588;https://pergamum.anac.gov.br/arquivos/PA2012-2588.pdf
SINL;SC0057;Costão;FLORIANÓPOLIS;Santa Catarina;"048°22'57""O";"27°27'49,0""S";VFR Diurna/Noturna;14 32;Quadrado;18m x 18m;t;Concreto;10/06/2023;PA2013-1478;https://pergamum.anac.gov.br/arquivos/PA2013-1478.pdf
SINO;SC0058;Innovare Hotel;BRUSQUE;Santa Catarina;"048°54'50,0""O";"27°05'46,0""S";VFR Diurna/Noturna;18 36;Quadrado;18m x 18m;t;Concreto;29/01/2026;PA2016-0186;https://pergamum.anac.gov.br/arquivos/PA2016-0186.pdf
SISQ;SC0060;Tino;JOINVILLE;Santa Catarina;"048°56'00,0""O";"26°18'23,0""S";VFR Diurna/Noturna;15;Quadrado;20m x 20m;t;Concreto;19/11/2022;PA2012-2500;https://pergamum.anac.gov.br/arquivos/PA2012-2500.pdf
SIWL;SC0061;Alceu Feldmann;BOMBINHAS;Santa Catarina;"048°30'20,0""O";"27°11'26,0""S";VFR Diurna;7;Quadrado;20m x 20m;t;Grama;09/11/2025;PA2015-2955;https://pergamum.anac.gov.br/arquivos/PA2015-2955.pdf
SIXH;SC0063;Hospital Unimed;JOINVILLE;Santa Catarina;"048°50'43,0""O";"26°16'59,0""S";VFR Diurna/Noturna;11;Quadrado;18m x 18m;t;Concreto;30/01/2022;PA2012-0200;https://pergamum.anac.gov.br/arquivos/PA2012-0200.pdf
SIXY;SC0064;Lunender Têxtil;GUARAMIRIM;Santa Catarina;"048°59'23,0""O";"26°28'23,0""S";VFR Diurna/Noturna;7;Quadrado;20m x 20m;t;Concreto;13/06/2022;PA2013-2693;https://pergamum.anac.gov.br/arquivos/PA2013-2693.pdf
SJDR;SC0065;Duas Rodas;JARAGUÁ DO SUL;Santa Catarina;"049°03'51,4""O";"26°29'10,5""S";VFR Diurna/Noturna;29;Quadrado;18m x 18m;t;Concreto;07/03/2023;PA2013-0271;https://pergamum.anac.gov.br/arquivos/PA2013-0271.pdf
SJEE;SC0066;Malwee Pomerode;POMERODE;Santa Catarina;"049°09'47,0""O";"26°42'21,0""S";VFR Diurna/Noturna;3 17;Quadrado;21,5m x 21,5m;t;Concreto;31/07/2025;PA2015-2037;https://pergamum.anac.gov.br/arquivos/PA2015-2037.pdf
SJET;SC0067;Baltt;PENHA;Santa Catarina;"048°40'16,0""O";"26°47'35,0""S";VFR Diurna/Noturna;4;Quadrado;21m x 21m;t;Concreto;29/05/2025;PA2015-1297;https://pergamum.anac.gov.br/arquivos/PA2015-1297.pdf
SJKD;SC0068;Helisilva;BALNEÁRIO CAMBORIÚ;Santa Catarina;"048°37'16,0""O";"27°01'35,0""S";VFR Diurna/Noturna;21 23;Quadrado;18m x 18m;t;Concreto;;;
SJKR;SC0069;Russi e Russi 2;ITAPEMA;Santa Catarina;"048°35'32,0""O";"27°08'40,0""S";VFR Diurna/Noturna;8;Quadrado;20m x 20m;t;Concreto;17/10/2026;PA2016-2566;https://pergamum.anac.gov.br/arquivos/PA2016-2566.pdf
SJOT;SC0070;OLIVEIRA;BRUSQUE;Santa Catarina;"048°56'03,2""O";"27°06'20,2""S";VFR Diurna/Noturna;15;Quadrado;18m x 18m;t;Concreto;22/10/2028;PA2018-3092;https://pergamum.anac.gov.br/arquivos/PA2018-3092.pdf
SJTA;SC0071;Academia Nacional da Polícia Rodoviária Federal;FLORIANÓPOLIS;Santa Catarina;"048°27'41,0""O";"27°27'21,0""S";VFR Diurna/Noturna;10 28;Quadrado;25,8m x 25,8m;t;Concreto;25/05/2026;PA2016-1289;https://pergamum.anac.gov.br/arquivos/PA2016-1289.pdf
SJUM;SC0072;Maximus;ITUPORANGA;Santa Catarina;"049°36'06,0""O";"27°24'52,0""S";VFR Diurna/Noturna;9;Quadrado;18m x 18m;t;Concreto;26/07/2026;PA2016-1893;https://pergamum.anac.gov.br/arquivos/PA2016-1893.pdf
SJUP;SC0073;Posthaus;BLUMENAU;Santa Catarina;"049°08'21,5""O";"26°52'50,0""S";VFR Diurna;2 20;Quadrado;21m x 21m;t;Concreto;14/11/2024;PA2014-2681;https://pergamum.anac.gov.br/arquivos/PA2014-2681.pdf
SJYA;SC0074;BCW;PENHA;Santa Catarina;"048°36'46,0""O";"26°47'58,0""S";VFR Diurna/Noturna;29;Quadrado;21m x 21m;t;Grama;21/03/2022;PA2012-0506;https://pergamum.anac.gov.br/arquivos/PA2012-0506.pdf
SNDY;SC0075;Dolores;RIO NEGRINHO;Santa Catarina;"049°30'37,5""O";"26°15'34,2""S";VFR Diurna/Noturna;1;Quadrado;18m x 18m;t;Concreto;16/09/2021;PA2015-0078;https://pergamum.anac.gov.br/arquivos/PA2015-0078.pdf
SNEV;SC0076;Vargas;BRUSQUE;Santa Catarina;"048°57'26,0""O";"27°08'56,0""S";VFR Diurna/Noturna;11;Quadrado;20m x 20m;t;Concreto;29/01/2026;PA2016-0183;https://pergamum.anac.gov.br/arquivos/PA2016-0183.pdf
SNMQ;SC0078;Tigre;JOINVILLE;Santa Catarina;"048°51'58,0""O";"26°19'01,0""S";VFR Diurna/Noturna;14 27;Quadrado;18m x 18m;t;Concreto;11/07/2022;PA2013-3330;https://pergamum.anac.gov.br/arquivos/PA2013-3330.pdf
SSBO;SC0086;Batalhão de Operações Aéreas do CBMSC;FLORIANÓPOLIS;Santa Catarina;"048°31'42,0""O";"27°36'51,0""S";VFR Diurna;9 27;Quadrado;20,4m x 20,4m;t;Concreto;29/03/2027;PA2017-0913;https://pergamum.anac.gov.br/arquivos/PA2017-0913.pdf
SNNZ;SC0079;Zona 01;ITAPEMA;Santa Catarina;"048°35'31,2""O";"27°08'31,8""S";VFR Diurna/Noturna;26;Quadrado;20m x 20m;t;Concreto;17/02/2026;PA2016-0302;https://pergamum.anac.gov.br/arquivos/PA2016-0302.pdf
SNPK;SC0080;WF;POMERODE;Santa Catarina;"049°08'48,0""O";"26°49'17,0""S";VFR Diurna/Noturna;23;Quadrado;19,5m x 19,5m;2,85t;Grama;21/09/2021;PA2011-1792;https://pergamum.anac.gov.br/arquivos/PA2011-1792.pdf
SNTJ;SC0081;Baltt;BALNEÁRIO CAMBORIÚ;Santa Catarina;"048°37'27,0""O";"27°00'36,0""S";VFR Diurna/Noturna;28;Quadrado;18m x 18m;t;Concreto;29/05/2025;PA2015-1296;https://pergamum.anac.gov.br/arquivos/PA2015-1296.pdf
SNTZ;SC0082;Gran Palazzo;CHAPECÓ;Santa Catarina;"052°36'57,0""O";"27°06'38,0""S";VFR Diurna/Noturna;11 29;Quadrado;18m x 18m;t;Concreto;08/02/2027;PA2017-0260;https://pergamum.anac.gov.br/arquivos/PA2017-0260.pdf
SNVX;SC0083;Helisul Slin;SÃO JOSÉ;Santa Catarina;"048°37'29,0""O";"27°32'32,0""S";VFR Diurna/Noturna;35;Quadrado;20m x 20m;t;Concreto;14/03/2022;PA2013-2400;https://pergamum.anac.gov.br/arquivos/PA2013-2400.pdf
SNYM;SC0085;Malwee;JARAGUÁ DO SUL;Santa Catarina;"049°07'37,6""O";"26°31'05,0""S";VFR Diurna/Noturna;8 26;Quadrado;22m x 22m;t;Concreto;06/11/2024;PA2014-2616;https://pergamum.anac.gov.br/arquivos/PA2014-2616.pdf
SSCC;SC0087;SC401 Square Corporate;FLORIANÓPOLIS;Santa Catarina;"048°30'35,0""O";"27°32'04,0""S";VFR Diurna/Noturna;3;Quadrado;18m x 18m;t;Concreto;15/03/2028;PA2018-0830;https://pergamum.anac.gov.br/arquivos/PA2018-0830.pdf
SSCZ;SC0088;Hospital Santa Isabel;BLUMENAU;Santa Catarina;"049°03'59,0""O";"26°55'26,0""S";VFR Diurna/Noturna;27;Quadrado;22m x 22m;t;Concreto;02/01/2022;PA2017-3787;https://pergamum.anac.gov.br/arquivos/PA2017-3787.pdf
SNBO;CE0134;Botelho Belchior;ARATUBA;Ceará;"039°02'03,0""O";"04°22'43,0""S";VFR Diurna/Noturna;16;Quadrado;19,5m x 19,5m;t;Concreto;;;
SWRR;BA0235;RR76 Clube Espanhol;SALVADOR;Bahia;"038°31'13,0""O";"13°00'34,0""S";VFR Diurna/Noturna;7;Quadrado;21m x 21m;t;Concreto;;;
SDLS;SC0042;Hangar 77;GUABIRUBA;Santa Catarina;"048°57'53,0""O";"27°05'01,0""S";VFR Diurna/Noturna;11;Quadrado;20m x 20m;t;Concreto;29/01/2026;PA2016-0184;https://pergamum.anac.gov.br/arquivos/PA2016-0184.pdf
SDQR;SC0043;Alto da Serra;BOM JARDIM DA SERRA;Santa Catarina;"049°34'34,4""O";"28°23'54,0""S";VFR Diurna/Noturna;27;Quadrado;24m x 24m;t;Concreto;31/07/2025;PA2015-2036;https://pergamum.anac.gov.br/arquivos/PA2015-2036.pdf
SJNY;BA0208;Iberostar Praia do Forte;MATA DE SÃO JOÃO;Bahia;"037°59'27,0""O";"12°32'59,0""S";VFR Diurna/Noturna;3 24;Quadrado;21m x 21m;t;Concreto;28/11/2022;PA2018-1873;https://pergamum.anac.gov.br/arquivos/PA2018-1873.pdf
SDSF;SC0044;Polícia Federal Florianópolis;FLORIANÓPOLIS;Santa Catarina;"048°31'53,8""O";"27°34'22,5""S";VFR Diurna;22;Quadrado;21m x 21m;t;Concreto;29/07/2025;PA2015-1991;https://pergamum.anac.gov.br/arquivos/PA2015-1991.pdf
SSEO;AL0020;MS Maragogi;MARAGOGI;Alagoas;"035°13'30""O";"09°01'23,0""S";VFR Diurna/Noturna;31;Quadrado;21m x 21m;t;Concreto;;;
SDAV;MG0211;Quick Alameda das Águas;NOVA LIMA;Minas Gerais;"043°55'13,1""O";"20°10'21,0""S";VFR Diurna/Noturna;32;Quadrado;20m x 20m;t;Grama;03/07/2024;PA2014-1498;https://pergamum.anac.gov.br/arquivos/PA2014-1498.pdf
SDIU;MS0405;Unimed;CAMPO GRANDE;Mato Grosso do Sul;"054°34'34,0""O";"20°27'01,4""S";VFR Diurna/Noturna;15 34;Quadrado;18m x 18m;t;Concreto;05/05/2027;PA2017-1260;https://pergamum.anac.gov.br/arquivos/PA2017-1260.pdf
SJEO;MS0406;Modelo II;RIBAS DO RIO PARDO;Mato Grosso do Sul;"053°16'53,2""O";"21°09'08,4""S";VFR Diurna/Noturna;22;Quadrado;24m x 24m;t;Grama;23/05/2022;PA2018-3861;https://pergamum.anac.gov.br/arquivos/PA2018-3861.pdf
SJEZ;AL0016;República dos Palmares;MACEIÓ;Alagoas;"035°44'26,0""O";"09°39'35,0""S";VFR Diurna/Noturna;12 30;Quadrado;20m x 20m;1,45t;Concreto;18/04/2021;PA2011-0761;https://pergamum.anac.gov.br/arquivos/PA2011-0761.pdf
SJPG;GO0164;Polícia Militar do Estado de Goiás;GOIÂNIA;Goiás;"049°15'29,5""O";"16°42'16,5""S";VFR Diurna;24 30;Quadrado;24m x 24m;t;Asfalto;05/06/2024;PA2014-1295;https://pergamum.anac.gov.br/arquivos/PA2014-1295.pdf
SICI;SC0048;Metropolitan Criciúma;CRICIÚMA;Santa Catarina;"049°21'59,0""O";"28°40'32,0""S";VFR Diurna/Noturna;7 25;Quadrado;20m x 20m;t;Concreto;08/05/2028;PA2018-1371;https://pergamum.anac.gov.br/arquivos/PA2018-1371.pdf
SIGB;SC0050;Mormaii;GAROPABA;Santa Catarina;"048°37'32,0""O";"28°02'35,0""S";VFR Diurna/Noturna;3 21;Quadrado;21m x 21m;t;Concreto;09/11/2022;PA2018-1471;https://pergamum.anac.gov.br/arquivos/PA2018-1471.pdf
SDSY;SP0851;Riviera Portofino;PIRACAIA;São Paulo;"046°22'05,7""O";"22°59'54,4""S";VFR Diurna;5;Quadrado;13,04m x 13,04m;t;Grama;;;
SNUL;MG0261;Uberlândia Business Tower;UBERLÂNDIA;Minas Gerais;"048°15'04,0""O";"18°54'22,0""S";VFR Diurna/Noturna;1 19;Quadrado;19,7m x 19,7m;t;Concreto;01/03/2026;PA2016-0436;https://pergamum.anac.gov.br/arquivos/PA2016-0436.pdf
SWZW;BA0240;Grupo Petrópolis Alagoinhas;ALAGOINHAS;Bahia;"038°26'56,0""O";"12°09'49,0""S";VFR Diurna/Noturna;11;Quadrado;21m x 21m;t;Concreto;30/11/2028;PA2018-3591;https://pergamum.anac.gov.br/arquivos/PA2018-3591.pdf
SIHN;SC0052;Marina Beach Tower;BALNEÁRIO CAMBORIÚ;Santa Catarina;"048°37'14,0""O";"27°00'20,0""S";VFR Diurna/Noturna;31;Quadrado;20m x 20m;t;Concreto;21/10/2025;PA2015-2810;https://pergamum.anac.gov.br/arquivos/PA2015-2810.pdf
SWVH;SP0869;Kinbor;PRAIA GRANDE;São Paulo;"046°24'59,5""O";"24°00'42,0""S";VFR Diurna/Noturna;6;Quadrado;21m x 21m;t;Concreto;;;
SIIM;SC0053;Marisol;JARAGUÁ DO SUL;Santa Catarina;"049°03'48,8""O";"26°28'54,5""S";VFR Diurna/Noturna;15 27;Quadrado;19m x 19m;t;Concreto;29/11/2022;PA2012-2587;https://pergamum.anac.gov.br/arquivos/PA2012-2587.pdf
SIIV;SC0054;Kekafly II;BRUSQUE;Santa Catarina;"048°54'54""O";"27°05'22,0""S";VFR Diurna/Noturna;20;Quadrado;20m x 20m;t;Concreto;20/09/2021;PA2011-1777;https://pergamum.anac.gov.br/arquivos/PA2011-1777.pdf
SIKB;SC0055;Kekafly I;BRUSQUE;Santa Catarina;"048°55'32,0""O";"27°04'58,0""S";VFR Diurna/Noturna;31;Quadrado;20m x 20m;t;Concreto;20/09/2021;PA2011-1776;https://pergamum.anac.gov.br/arquivos/PA2011-1776.pdf
SWDA;BA0228;Centro Administrativo da Bahia - CAB;SALVADOR;Bahia;"038°25'55,0""O";"12°56'51,0""S";VFR Diurna/Noturna;34;Quadrado;27m x 27m;t;Concreto;23/08/2026;PA2016-2148;https://pergamum.anac.gov.br/arquivos/PA2016-2148.pdf
SISH;CE0038;Vega;FORTALEZA;Ceará;"038°32'32,0""O";"03°43'12,0""S";VFR Diurna/Noturna;13;Quadrado;20m x 20m;t;Concreto;22/08/2023;PA2013-2138;https://pergamum.anac.gov.br/arquivos/PA2013-2138.pdf
SSWJ;CE0061;Studart;FORTIM;Ceará;"037°47'41,0""O";"04°27'26,0""S";VFR Diurna/Noturna;7;Quadrado;20m x 20m;t;Grama;16/06/2024;PA2014-1398;https://pergamum.anac.gov.br/arquivos/PA2014-1398.pdf
SDSX;SP0420;ITM Expo;SÃO PAULO;São Paulo;"046°44'42""O";"23°31'37,0""S";VFR Diurna/Noturna;1;Quadrado;24m x 24m;t;Metálico;04/07/2022;PA2012-1322;https://pergamum.anac.gov.br/arquivos/PA2012-1322.pdf
SDXT;SP0446;Encontro das Águas;SÃO MANUEL;São Paulo;"048°23'16,0""O";"22°36'53,6""S";VFR Diurna/Noturna;30;Quadrado;21m x 21m;t;Concreto;06/11/2028;PA2018-3291;https://pergamum.anac.gov.br/arquivos/PA2018-3291.pdf
SITP;SP0555;Sítio Santa Izabel;IBIÚNA;São Paulo;"047°16'24,0""O";"23°36'09,0""S";VFR Diurna/Noturna;32;Quadrado;24m x 24m;t;Concreto;16/07/2025;PA2015-1853;https://pergamum.anac.gov.br/arquivos/PA2015-1853.pdf
SIYB;SP0576;Comercial Aquidabã;CAMPINAS;São Paulo;"047°03'18""O";"22°54'40,0""S";VFR Diurna/Noturna;22;Quadrado;21m x 21m;t;Concreto;18/05/2025;PA2015-1178;https://pergamum.anac.gov.br/arquivos/PA2015-1178.pdf
SDAX;SP0293;Bradesco - Sta Cecília;SÃO PAULO;São Paulo;"046°38'57,0""O";"23°32'24,0""S";VFR Diurna/Noturna;2 30;Quadrado;20m x 20m;t;Metálico;04/08/2021;PA2011-1499;https://pergamum.anac.gov.br/arquivos/PA2011-1499.pdf
SNLS;GO0166;Luciano Peixoto;PIRENÓPOLIS;Goiás;"048°55'30""O";"15°55'49,0""S";VFR Diurna/Noturna;18 36;Quadrado;18m x 18m;t;Grama;26/01/2025;PA2015-0188;https://pergamum.anac.gov.br/arquivos/PA2015-0188.pdf
